"value","trial_type","trial_index","time_elapsed","internal_node_id","id","width","height","webaudio","browser","browser_version","mobile","os","fullscreen","vsync_rate","webcam","microphone","view_history","rt","stimulus","trial_info","success","response","inducer_run","diagnostic_run","inducer_trial","italic","correct_diag_response_side","correct_response_key","correct_response","correct_inducer_response_side","congruent","accuracy","open_feedback","interactive"
"","html-keyboard-response","183","329946","0.0-312.0","xg8vmgtv","1440","900","","","","","","","","","","","1402","If wab press LEFT | If yoy press RIGHT","Inducer instructions",""," ","5","","","","","","","","","","",""
"","html-keyboard-response","184","330699","0.0-313.0","xg8vmgtv","1440","900","","","","","","","","","","","null","+","Fixation - short","","null","","","","","","","","","","","",""
"","html-keyboard-response","185","331663","0.0-314.0","xg8vmgtv","1440","900","","","","","","","","","","","962","yoy","Diagnostic trial","","j","5","0","false","false","LEFT","f","0","RIGHT","false","","",""
"","call-function","186","331664","0.0-316.0-0.0","xg8vmgtv","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","187","331968","0.0-316.0-1.0","xg8vmgtv","1440","900","","","","","","","","","","","null","Wrong","Feedback","","null","","","","","","","","","","","",""
"","call-function","188","331969","0.0-316.0-2.0","xg8vmgtv","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","189","332722","0.0-317.0","xg8vmgtv","1440","900","","","","","","","","","","","null","+","Fixation - short","","null","","","","","","","","","","","",""
"","html-keyboard-response","190","333551","0.0-318.0","xg8vmgtv","1440","900","","","","","","","","","","","828","wab","Diagnostic trial","","j","5","1","false","true","RIGHT","j","1","LEFT","false","","",""
"","html-keyboard-response","191","334307","0.0-321.0","xg8vmgtv","1440","900","","","","","","","","","","","null","+","Fixation - short","","null","","","","","","","","","","","",""
"","html-keyboard-response","192","334855","0.0-322.0","xg8vmgtv","1440","900","","","","","","","","","","","547","wab","Diagnostic trial","","j","5","2","false","true","RIGHT","j","1","LEFT","false","","",""
"","html-keyboard-response","193","335607","0.0-325.0","xg8vmgtv","1440","900","","","","","","","","","","","null","+","Fixation - short","","null","","","","","","","","","","","",""
